id,prediction
472,moderate_left
473,moderate_left
474,moderate_left
475,moderate_left
476,moderate_left
477,moderate_left
478,moderate_left
479,moderate_left
480,left
481,left
482,moderate_left
483,moderate_left
484,moderate_left
485,moderate_right
486,moderate_left
487,moderate_left
488,moderate_left
489,moderate_left
490,moderate_left
491,moderate_left
492,moderate_left
493,moderate_left
494,moderate_left
495,moderate_right
496,moderate_left
497,moderate_left
498,moderate_left
499,left
500,moderate_right
501,moderate_left
502,moderate_left
503,moderate_left
504,moderate_left
505,moderate_left
506,moderate_left
507,moderate_left
508,moderate_left
509,moderate_left
510,moderate_left
511,moderate_left
512,moderate_right
513,moderate_left
514,moderate_left
515,moderate_left
516,moderate_left
517,moderate_left
518,moderate_right
519,moderate_left
520,moderate_left
521,moderate_left
522,moderate_left
523,left
524,moderate_left
525,moderate_right
526,moderate_left
527,moderate_left
528,moderate_left
529,moderate_right
530,moderate_left
531,moderate_left
532,moderate_left
533,moderate_left
534,moderate_left
535,moderate_left
536,moderate_left
537,left
538,moderate_left
539,moderate_left
540,moderate_right
541,moderate_left
542,moderate_left
543,moderate_left
544,moderate_left
545,moderate_left
546,moderate_left
547,moderate_left
548,moderate_left
549,moderate_left
550,moderate_left
551,moderate_left
552,moderate_left
553,moderate_left
554,moderate_left
555,left
556,moderate_left
557,moderate_left
558,moderate_left
559,moderate_right
560,moderate_left
561,moderate_left
562,moderate_left
563,left
564,left
565,moderate_left
566,moderate_left
567,right
568,moderate_left
569,moderate_left
570,moderate_left
571,moderate_left
572,moderate_left
573,moderate_left
574,moderate_left
575,moderate_left
576,moderate_right
577,left
578,moderate_left
579,moderate_left
580,moderate_left
581,moderate_left
582,moderate_right
583,moderate_right
584,moderate_left
585,moderate_left
586,moderate_right
587,moderate_left
588,moderate_left
589,moderate_left
590,moderate_right
591,moderate_right
592,moderate_right
593,left
594,moderate_left
595,moderate_left
596,moderate_left
597,moderate_left
598,moderate_left
599,left
600,moderate_left
601,moderate_left
602,moderate_left
603,moderate_left
604,moderate_left
605,moderate_left
606,moderate_left
607,moderate_left
608,moderate_left
609,moderate_right
610,moderate_left
611,moderate_left
612,moderate_left
613,moderate_right
614,moderate_left
615,moderate_left
616,moderate_left
617,moderate_left
618,left
619,moderate_right
620,moderate_left
621,moderate_left
622,moderate_left
623,moderate_right
624,moderate_left
625,moderate_left
626,moderate_left
627,moderate_left
628,moderate_left
629,moderate_left
630,moderate_left
631,moderate_left
632,moderate_left
633,moderate_left
634,moderate_left
635,moderate_left
636,moderate_left
637,moderate_left
638,moderate_left
639,moderate_left
640,moderate_left
641,moderate_left
642,moderate_left
643,moderate_left
644,moderate_left
645,moderate_left
646,right
647,moderate_right
648,moderate_right
649,moderate_left
650,moderate_right
651,moderate_left
652,moderate_right
653,moderate_left
654,moderate_left
655,right
656,moderate_left
657,moderate_left
658,moderate_left
659,moderate_left
660,moderate_left
661,left
662,left
663,right
664,moderate_left
665,moderate_left
666,moderate_left
667,left
668,moderate_left
669,moderate_left
670,moderate_left
671,moderate_left
672,moderate_left
673,moderate_left
674,moderate_left
675,moderate_left
676,moderate_left
677,moderate_left
678,moderate_left
679,moderate_left
680,moderate_left
681,moderate_left
682,moderate_left
683,moderate_right
684,moderate_right
685,moderate_left
686,moderate_right
687,moderate_left
688,moderate_left
689,moderate_left
690,moderate_left
691,left
692,left
693,moderate_left
694,left
695,moderate_left
696,moderate_left
697,moderate_right
698,moderate_left
699,left
700,moderate_left
701,moderate_left
702,moderate_right
703,moderate_left
704,moderate_left
705,moderate_right
706,moderate_left
707,moderate_left
708,moderate_left
709,moderate_left
710,left
711,moderate_left
712,moderate_left
713,moderate_left
714,moderate_left
715,moderate_left
716,moderate_left
717,moderate_left
718,moderate_left
719,moderate_right
720,moderate_left
721,moderate_right
722,moderate_left
723,moderate_left
724,moderate_left
725,moderate_left
726,moderate_right
727,moderate_left
728,moderate_left
729,moderate_left
730,left
731,moderate_left
732,moderate_left
733,moderate_left
734,moderate_left
735,moderate_left
736,moderate_right
737,moderate_left
738,moderate_left
739,moderate_right
740,moderate_left
741,moderate_left
742,moderate_left
743,moderate_right
744,moderate_right
745,moderate_left
746,moderate_left
747,moderate_left
748,moderate_right
749,moderate_left
750,moderate_left
751,moderate_right
752,moderate_left
753,moderate_left
754,moderate_left
755,moderate_left
756,moderate_left
757,moderate_left
758,moderate_left
759,moderate_left
760,moderate_left
761,moderate_left
762,moderate_left
763,moderate_left
764,moderate_right
765,moderate_left
766,moderate_left
767,moderate_right
768,moderate_left
769,moderate_right
770,moderate_left
771,moderate_left
772,moderate_left
773,left
774,moderate_left
775,moderate_right
776,moderate_left
777,moderate_left
778,moderate_left
779,moderate_left
780,left
781,moderate_left
782,moderate_left
783,moderate_left
784,moderate_left
785,left
786,moderate_left
787,left
788,moderate_left
789,moderate_left
790,moderate_left
791,moderate_right
792,moderate_left
793,moderate_left
794,moderate_left
795,moderate_left
796,moderate_left
797,moderate_left
798,moderate_left
799,moderate_left
800,moderate_left
801,moderate_left
802,moderate_left
803,moderate_left
804,moderate_left
805,moderate_left
806,left
807,moderate_left
808,moderate_left
809,left
810,moderate_left
811,moderate_left
812,moderate_left
813,moderate_left
814,left
815,moderate_left
816,moderate_left
817,moderate_left
818,moderate_left
819,moderate_left
820,moderate_left
821,moderate_right
822,moderate_left
823,moderate_right
824,moderate_right
825,moderate_left
826,moderate_left
827,moderate_left
828,moderate_right
829,moderate_right
830,moderate_left
831,moderate_left
832,moderate_left
833,moderate_left
834,moderate_left
835,moderate_left
836,moderate_left
837,moderate_left
838,moderate_left
839,moderate_left
840,left
841,moderate_right
842,moderate_left
843,moderate_left
844,moderate_right
845,moderate_left
846,moderate_right
847,moderate_left
848,moderate_right
849,moderate_left
850,moderate_right
851,moderate_left
852,moderate_left
853,moderate_left
854,moderate_left
855,moderate_left
856,moderate_left
857,moderate_left
858,moderate_left
859,moderate_left
860,moderate_left
861,moderate_left
862,moderate_left
863,moderate_left
864,left
865,moderate_right
866,moderate_right
867,moderate_left
868,moderate_left
869,moderate_left
870,moderate_right
871,moderate_left
872,moderate_left
873,moderate_left
874,moderate_left
875,moderate_left
876,left
877,moderate_left
878,moderate_right
879,moderate_left
880,moderate_left
881,moderate_left
882,moderate_left
883,moderate_left
884,right
885,moderate_left
886,moderate_left
887,moderate_left
888,moderate_left
889,left
890,moderate_right
891,moderate_right
892,moderate_left
893,moderate_left
894,moderate_left
895,moderate_right
896,moderate_right
897,moderate_left
898,moderate_left
899,moderate_left
900,moderate_left
901,moderate_left
902,moderate_left
903,moderate_left
904,moderate_left
905,moderate_left
906,moderate_left
907,moderate_left
908,moderate_left
909,right
910,moderate_left
911,moderate_left
912,moderate_left
913,moderate_left
914,moderate_left
915,moderate_left
916,right
917,left
918,moderate_left
919,moderate_left
920,moderate_left
921,moderate_right
922,moderate_left
923,moderate_left
924,moderate_left
925,moderate_left
926,moderate_left
927,moderate_left
928,moderate_left
929,right
930,moderate_left
931,moderate_left
932,moderate_left
933,left
934,moderate_left
935,moderate_left
936,moderate_left
937,left
938,moderate_left
939,moderate_left
940,moderate_left
941,moderate_left
942,moderate_left
943,right
944,moderate_left
945,moderate_left
946,moderate_left
947,moderate_left
948,moderate_right
949,moderate_left
950,moderate_left
951,moderate_left
952,moderate_right
953,moderate_left
954,moderate_left
955,moderate_left
956,moderate_left
957,moderate_left
958,moderate_right
959,moderate_left
960,moderate_left
961,moderate_right
962,moderate_left
963,right
964,moderate_left
965,moderate_left
966,moderate_right
967,moderate_left
968,right
969,moderate_left
970,moderate_right
971,moderate_left
972,moderate_left
973,moderate_left
974,moderate_left
975,moderate_left
976,moderate_left
977,moderate_left
978,moderate_left
979,moderate_left
980,moderate_left
981,moderate_right
982,moderate_left
983,moderate_left
984,moderate_right
985,moderate_left
986,moderate_right
987,moderate_right
988,moderate_left
989,moderate_left
990,moderate_left
991,moderate_left
992,moderate_left
993,moderate_left
994,moderate_left
995,moderate_left
996,moderate_left
997,moderate_left
998,moderate_right
999,moderate_right
1000,moderate_left
1001,moderate_right
1002,moderate_left
1003,moderate_left
1004,moderate_left
1005,moderate_left
1006,moderate_left
1007,moderate_left
1008,moderate_left
1009,moderate_left
1010,moderate_left
1011,moderate_left
1012,moderate_left
1013,left
1014,moderate_left
1015,moderate_left
1016,moderate_right
1017,moderate_left
1018,moderate_left
1019,moderate_right
1020,moderate_right
1021,moderate_left
1022,moderate_left
1023,moderate_right
1024,moderate_left
1025,moderate_left
1026,moderate_left
1027,moderate_left
1028,moderate_left
1029,moderate_right
1030,moderate_left
1031,moderate_right
1032,moderate_left
1033,moderate_right
1034,moderate_left
1035,moderate_left
1036,moderate_left
1037,moderate_left
1038,moderate_right
1039,moderate_left
1040,moderate_left
1041,moderate_left
1042,moderate_left
1043,moderate_left
1044,moderate_left
1045,moderate_left
1046,moderate_right
1047,moderate_right
1048,left
1049,moderate_left
1050,moderate_left
1051,moderate_left
1052,moderate_left
1053,moderate_left
1054,moderate_right
1055,moderate_right
1056,moderate_right
1057,left
1058,moderate_left
1059,moderate_left
1060,left
1061,moderate_left
1062,moderate_left
1063,moderate_left
1064,left
1065,moderate_left
1066,moderate_left
1067,moderate_left
1068,moderate_left
1069,moderate_left
1070,moderate_left
1071,moderate_left
1072,moderate_right
1073,moderate_left
1074,moderate_right
1075,moderate_left
1076,right
1077,moderate_left
1078,moderate_left
1079,moderate_left
1080,moderate_left
1081,moderate_right
1082,moderate_right
1083,moderate_left
1084,moderate_left
1085,moderate_left
1086,moderate_left
1087,moderate_left
1088,moderate_left
1089,moderate_right
1090,moderate_left
1091,moderate_left
1092,moderate_right
1093,moderate_left
1094,moderate_left
1095,moderate_right
1096,moderate_left
1097,moderate_right
1098,moderate_left
1099,left
1100,left
1101,moderate_right
1102,moderate_left
1103,moderate_left
1104,moderate_right
1105,moderate_left
1106,moderate_left
1107,moderate_left
1108,moderate_left
1109,moderate_left
1110,moderate_left
1111,moderate_left
1112,moderate_left
1113,moderate_left
1114,moderate_left
1115,moderate_left
1116,moderate_left
1117,moderate_left
1118,moderate_left
1119,right
1120,moderate_left
1121,moderate_left
1122,moderate_right
1123,moderate_left
1124,moderate_right
1125,moderate_left
1126,left
1127,moderate_left
1128,moderate_left
1129,left
1130,moderate_left
1131,moderate_left
1132,moderate_left
1133,moderate_left
1134,moderate_left
1135,moderate_left
1136,moderate_left
1137,moderate_left
1138,moderate_left
1139,moderate_left
1140,moderate_left
1141,moderate_left
1142,moderate_right
1143,right
1144,moderate_left
1145,moderate_left
1146,moderate_left
1147,moderate_left
1148,moderate_left
1149,moderate_left
1150,moderate_right
1151,moderate_left
1152,moderate_left
1153,moderate_right
1154,moderate_left
1155,moderate_right
1156,moderate_left
1157,right
1158,moderate_left
1159,moderate_left
1160,moderate_left
1161,moderate_right
1162,moderate_left
1163,moderate_left
1164,left
1165,moderate_left
1166,moderate_left
1167,moderate_left
1168,left
1169,left
1170,moderate_left
1171,moderate_right
1172,moderate_right
1173,moderate_left
1174,left
1175,moderate_left
1176,moderate_left
1177,moderate_right
1178,moderate_left
1179,moderate_left
1180,moderate_left
1181,moderate_right
1182,moderate_left
1183,moderate_left
1184,moderate_left
1185,moderate_left
1186,moderate_left
1187,moderate_left
1188,moderate_left
1189,moderate_left
1190,moderate_left
1191,moderate_left
1192,moderate_left
1193,moderate_left
1194,moderate_left
1195,moderate_left
1196,moderate_left
1197,moderate_left
1198,moderate_left
1199,moderate_left
1200,moderate_left
1201,moderate_left
1202,moderate_left
1203,moderate_left
1204,moderate_left
1205,moderate_left
1206,moderate_left
1207,moderate_left
1208,moderate_right
1209,moderate_left
1210,moderate_left
1211,moderate_left
1212,moderate_right
1213,moderate_left
1214,left
1215,moderate_left
1216,moderate_left
1217,moderate_left
1218,moderate_left
1219,moderate_left
1220,moderate_left
1221,moderate_left
1222,moderate_left
1223,moderate_left
1224,moderate_left
1225,left
1226,moderate_left
1227,moderate_left
1228,moderate_left
1229,moderate_left
1230,moderate_right
1231,moderate_left
1232,moderate_left
1233,moderate_left
1234,moderate_left
1235,moderate_left
1236,moderate_left
1237,moderate_left
1238,moderate_right
1239,moderate_left
1240,moderate_left
1241,moderate_left
1242,moderate_left
1243,left
1244,moderate_left
1245,moderate_right
1246,moderate_left
1247,left
1248,moderate_left
1249,moderate_right
1250,moderate_left
1251,left
1252,left
1253,moderate_right
1254,moderate_right
1255,moderate_left
1256,left
1257,right
1258,moderate_left
1259,moderate_left
1260,moderate_left
1261,moderate_left
1262,moderate_right
1263,moderate_left
1264,moderate_left
1265,moderate_left
1266,moderate_left
1267,moderate_left
1268,moderate_left
1269,moderate_left
1270,moderate_left
1271,left
1272,moderate_left
1273,left
1274,moderate_left
1275,moderate_left
1276,moderate_left
1277,left
1278,moderate_left
1279,moderate_left
1280,moderate_right
1281,right
1282,moderate_left
1283,moderate_left
1284,moderate_left
1285,moderate_left
1286,moderate_right
1287,moderate_right
1288,moderate_left
1289,moderate_right
1290,moderate_left
1291,moderate_right
1292,moderate_left
1293,moderate_left
1294,left
1295,moderate_left
1296,moderate_right
1297,moderate_left
1298,moderate_left
1299,moderate_left
1300,moderate_right
1301,moderate_left
1302,moderate_left
1303,moderate_left
1304,moderate_right
1305,moderate_left
1306,moderate_left
1307,moderate_left
1308,moderate_right
1309,moderate_right
1310,moderate_left
1311,moderate_left
1312,moderate_left
1313,moderate_left
1314,moderate_left
1315,moderate_left
1316,moderate_left
1317,moderate_left
1318,moderate_left
1319,moderate_left
1320,moderate_left
1321,moderate_left
1322,moderate_left
1323,moderate_left
1324,moderate_left
1325,moderate_left
1326,moderate_left
1327,moderate_left
1328,moderate_left
1329,moderate_right
1330,left
1331,moderate_left
1332,moderate_left
1333,moderate_left
1334,moderate_left
1335,moderate_right
1336,moderate_right
1337,moderate_left
1338,moderate_left
1339,moderate_left
1340,moderate_right
1341,moderate_left
1342,moderate_left
1343,moderate_left
1344,moderate_left
1345,moderate_left
1346,moderate_left
1347,moderate_left
1348,right
1349,moderate_left
1350,moderate_left
1351,moderate_left
1352,moderate_left
1353,moderate_left
1354,moderate_left
1355,moderate_left
1356,moderate_right
1357,moderate_left
1358,moderate_left
1359,moderate_right
1360,right
1361,moderate_left
1362,moderate_right
1363,moderate_left
1364,moderate_left
1365,moderate_left
1366,moderate_left
1367,moderate_left
1368,moderate_left
1369,moderate_left
1370,moderate_right
1371,moderate_right
1372,moderate_left
1373,moderate_left
1374,moderate_left
1375,moderate_left
1376,moderate_left
1377,moderate_left
1378,moderate_left
1379,left
1380,moderate_left
1381,moderate_left
1382,moderate_left
1383,moderate_left
1384,left
1385,moderate_left
1386,moderate_left
1387,moderate_left
1388,moderate_right
1389,moderate_left
1390,moderate_left
1391,moderate_left
1392,moderate_left
1393,moderate_left
1394,moderate_left
1395,moderate_left
1396,moderate_right
1397,moderate_left
1398,moderate_left
1399,moderate_left
1400,moderate_left
1401,moderate_left
1402,moderate_right
1403,moderate_left
1404,right
1405,moderate_left
1406,moderate_left
1407,moderate_left
1408,moderate_left
1409,moderate_left
1410,moderate_right
1411,left
1412,moderate_left
1413,moderate_right
1414,moderate_left
1415,moderate_left
1416,moderate_right
1417,moderate_left
1418,moderate_right
1419,moderate_left
1420,right
1421,left
1422,moderate_left
1423,moderate_left
1424,moderate_left
1425,moderate_left
1426,moderate_left
1427,moderate_left
1428,moderate_left
1429,moderate_left
1430,moderate_left
1431,moderate_left
1432,moderate_right
1433,moderate_left
1434,moderate_left
1435,moderate_left
1436,moderate_left
1437,moderate_right
1438,moderate_left
1439,moderate_left
1440,moderate_left
1441,moderate_left
1442,moderate_left
1443,moderate_left
1444,moderate_left
1445,moderate_left
1446,moderate_left
1447,moderate_left
1448,moderate_left
1449,moderate_left
1450,moderate_right
1451,moderate_left
1452,moderate_left
1453,moderate_left
1454,right
1455,moderate_left
1456,moderate_left
1457,moderate_left
1458,moderate_left
1459,moderate_left
1460,moderate_left
1461,left
1462,moderate_left
1463,moderate_left
1464,moderate_left
1465,moderate_left
1466,moderate_left
1467,moderate_left
1468,right
1469,moderate_left
1470,moderate_left
1471,moderate_left
1472,moderate_right
1473,moderate_left
1474,moderate_left
1475,moderate_left
1476,moderate_left
1477,moderate_left
1478,moderate_left
1479,moderate_left
1480,moderate_left
1481,moderate_left
1482,moderate_left
1483,moderate_left
1484,moderate_left
1485,moderate_left
1486,moderate_right
1487,moderate_left
1488,moderate_left
1489,moderate_left
1490,moderate_right
1491,moderate_left
1492,moderate_left
1493,moderate_right
1494,moderate_left
1495,moderate_left
1496,moderate_left
1497,moderate_left
1498,moderate_left
1499,moderate_left
1500,moderate_left
1501,moderate_left
1502,moderate_left
1503,moderate_left
1504,moderate_left
1505,moderate_left
1506,moderate_left
1507,moderate_left
1508,moderate_right
1509,moderate_left
1510,moderate_right
1511,moderate_left
1512,moderate_right
1513,moderate_left
1514,moderate_left
1515,moderate_left
1516,moderate_right
1517,moderate_left
1518,moderate_left
1519,moderate_left
1520,left
1521,moderate_left
1522,moderate_left
1523,moderate_left
1524,moderate_left
1525,moderate_left
1526,moderate_left
1527,moderate_left
1528,moderate_left
1529,left
1530,moderate_left
1531,moderate_left
1532,moderate_left
1533,moderate_left
1534,moderate_left
1535,moderate_left
1536,moderate_left
1537,moderate_right
1538,moderate_left
1539,moderate_left
1540,moderate_left
1541,right
1542,moderate_left
1543,moderate_left
1544,moderate_left
1545,moderate_left
1546,moderate_left
1547,moderate_right
1548,moderate_left
1549,moderate_left
1550,moderate_left
1551,moderate_left
1552,moderate_left
1553,moderate_left
1554,moderate_left
1555,moderate_left
1556,moderate_left
1557,moderate_right
1558,moderate_left
1559,moderate_left
1560,moderate_right
1561,moderate_left
1562,moderate_left
1563,moderate_left
1564,moderate_left
1565,moderate_left
1566,moderate_left
1567,moderate_left
1568,left
1569,moderate_left
1570,moderate_left
1571,moderate_left
1572,moderate_left
1573,moderate_left
1574,moderate_right
1575,moderate_left
1576,moderate_left
1577,right
1578,moderate_left
1579,moderate_left
1580,moderate_right
1581,moderate_right
1582,left
1583,left
1584,moderate_left
1585,moderate_right
1586,moderate_left
1587,moderate_right
1588,moderate_left
1589,moderate_left
1590,moderate_left
1591,moderate_left
1592,moderate_right
1593,moderate_left
1594,moderate_right
1595,moderate_left
1596,moderate_left
1597,moderate_right
1598,moderate_left
1599,moderate_left
1600,moderate_left
1601,left
1602,moderate_right
1603,moderate_left
1604,moderate_left
1605,moderate_left
1606,moderate_left
1607,moderate_left
1608,left
1609,left
1610,left
1611,moderate_left
1612,moderate_left
1613,moderate_left
1614,moderate_left
1615,moderate_left
1616,moderate_left
1617,right
1618,moderate_left
1619,moderate_left
1620,moderate_left
1621,moderate_left
1622,moderate_left
1623,moderate_left
1624,moderate_left
1625,moderate_right
1626,left
1627,moderate_right
1628,moderate_left
1629,moderate_right
1630,moderate_left
1631,moderate_left
1632,moderate_left
1633,moderate_left
1634,moderate_left
1635,moderate_left
1636,moderate_left
1637,moderate_right
1638,moderate_left
1639,moderate_left
1640,moderate_left
1641,moderate_left
1642,moderate_left
1643,moderate_left
1644,moderate_left
1645,moderate_left
1646,moderate_left
1647,moderate_left
1648,moderate_left
1649,moderate_left
1650,moderate_right
1651,moderate_left
1652,moderate_left
1653,moderate_left
1654,left
1655,moderate_left
1656,moderate_left
1657,left
1658,moderate_left
1659,moderate_left
1660,moderate_left
1661,moderate_left
1662,moderate_left
1663,moderate_left
1664,moderate_left
1665,moderate_left
1666,moderate_left
1667,moderate_left
1668,moderate_left
1669,moderate_left
1670,moderate_left
1671,moderate_left
1672,moderate_left
1673,moderate_left
1674,left
1675,moderate_left
1676,moderate_left
1677,moderate_left
1678,moderate_left
1679,moderate_left
1680,moderate_left
1681,moderate_left
1682,moderate_left
1683,moderate_left
1684,moderate_left
1685,moderate_right
1686,moderate_left
1687,moderate_left
1688,moderate_left
1689,moderate_right
1690,moderate_left
1691,moderate_left
1692,moderate_left
1693,left
1694,moderate_left
1695,moderate_left
1696,moderate_left
1697,moderate_left
1698,moderate_left
1699,moderate_left
1700,moderate_left
1701,moderate_left
1702,moderate_left
1703,moderate_right
1704,moderate_left
1705,moderate_right
1706,moderate_left
1707,moderate_left
1708,moderate_left
1709,moderate_right
1710,moderate_right
1711,moderate_left
1712,moderate_left
1713,moderate_left
1714,moderate_left
1715,left
1716,moderate_left
1717,moderate_left
1718,moderate_left
1719,moderate_left
1720,moderate_left
1721,moderate_left
1722,moderate_left
1723,moderate_left
1724,moderate_left
1725,moderate_left
1726,moderate_left
1727,moderate_left
1728,moderate_left
1729,moderate_right
