id,label,gender,profession,tweet
45193,@user419,female,politician,@user en la realidad virtual de que en las papeletas votas un candidato y una forma de gobierno “en coalición @user “ y asumiendo que nunca asaltará el cielo por si solo #AhoraSi #Ahoragobiernoprogresista #ElDebate4N #ElDebateEnRTVE
14903,@user249,male,politician,"@user @user Precisamente lo que me sorprende es que ante un mensaje tan dañino y cruel, lo que te choque sea la manera de afeárselo. Si no fuera por intereses y fuese una reflexión personal, me parece igual de abyecta. . Le animo a q acuda a visitar el Museo del Genocidio en Yerevan 🇦🇲."
20384,@user406,male,journalist,"@user Hola Ana María. Te mando un beso muy fuerte y sincero. A ti y a tu gente. Madre, abuela y a todos. De corazón"
9431,@user439,female,politician,"Ahora que estamos conociendo el saqueo de los gobiernos del [POLITICAL_PARTY] a través de Avalmadrid:. Que el ICO, una entidad similar, dependiente del Ministerio de Economía, se niegue a hacer público lo prestado a [POLITICAL_PARTY] y el [POLITICAL_PARTY] para esta campaña porque perjudica a los bancos, es intolerable."
11699,@user19,female,politician,"3. Lo de ayer fue una victoria del movimiento de memoria y de víctimas, les debemos celebrarlo y seguir peleando por verdad, justicia y reparación. Enfadarnos y poner pegas es regalar la victoria al partido que ha necesitado 3 presidentes y 40 años para atreverse con los Franco."
46089,@user144,male,politician,El proyecto de la dirección del PNV es mantenerse cómodo en el Estado español. La marca PNV es quitarle alcaldías a abertzales para dárselas al [POLITICAL_PARTY]. La marca [POLITICAL_PARTY] es quitarle alcaldías al [POLITICAL_PARTY] para dárselas al PNV. Priorizamos el país a los intereses partidistas.
14992,@user194,female,politician,"Durante mi visita a la cooperativa agroalimentaria El Grupo en #CastellDeFerro, he garantizado la lealtad y la firmeza de la Junta con el campo andaluz ante la reforma de la PAC. Tod@s debemos hacer un frente común ante unos recortes de la UE que pueden superar el 16%."
20993,@user266,male,politician,"La decisión del Gobierno de España de reconocer a Guaidó es un acto irrealizable, irresponsable y contradictorio con los objetivos que el propio Gobierno afirma perseguir en Venezuela. . Lo explico en este artículo en @user ."
45464,@user309,female,politician,¿En qué momento permitimos que la calidad asistencial de la Sanidad Pública se fuera a la mierda precisamente cuando más falta nos hace? Esperar 14 días para ver cuándo puedo coger cita para que mi doctora me llame y ya veremos cuándo mandarme análisis para algo que ya no tendré
8678,@user10,male,journalist,"La diputada de Junts per Catalunya Laura Borrás ha asegurado q en su cita con Felipe VI en la ronda de consultas,le ha dicho q ""los catalanes no tienen rey"" y le ha reprochado q con su discurso del 3 de octubre de 2017,se convirtiera en ""actor de parte"" contra el independentismo."
26267,@user26,male,politician,@user Lo que mejor ilustra el acuerdo del [POLITICAL_PARTY] y el BNG es que obvian el asunto más urgente: los 370 millones de euros que el Gobierno central le debe a Galicia del 2019. Supongo que les parece bien regalarles los recursos que corresponden a todos los gallegos
14173,@user189,male,journalist,"Sin un buen editor detrás, un libro no cuaja. Un buen editor participa de la idea original y sigue su desarrollo, aconsejando y dejando hacer. Se ocupa y se preocupa. Gracias @user por vuestro trabajo en ‘Aquí no hemos a estudiar’, premiado ayer en Gijón."
3011,@user376,female,politician,"🔎 Un pacto fruto del acuerdo, del trabajo por el consenso en favor de los españoles del Gobierno, sindicatos y empresarios. Todos a una. Ahora ya solo queda que el [POLITICAL_PARTY] se dé cuenta que está solo si su labor sigue siendo únicamente desgastar al Gobierno de España"
5293,@user264,female,politician,"Unas disculpas a medias. Un relato falso. Una historia construida a su medida y avalada por el PNV. Vitoreados y homenajeados como héroes. Su único objetivo, política en las instituciones -lo que no consiguieron con plomo-. Me niego. . Ellos piden tenerlos cerca, nosotros vivos."
28712,@user309,female,politician,"@user Dicho esto, cogobernar con el partido de los Ertes, de las redes clientelares, de los cursos de formación, de invercaria, de la Faffe...No, no lo veo. No hay un solo sitio en Andalucía que tras un cogobierno en minoría con el [POLITICAL_PARTY] haya crecido la fuerza minoritaria. No, no lo veo"
30840,@user289,male,politician,"Hoy es el día de la exaltación y cultura de #Cantabria #DíaInfantilDeCantabria . Se viene celebrando desde que lo instauró @user , asociación de la cual yo era presidente en esa época, en el año 78. Hace un día espléndido para disfrutar en #LaMagdalena de este día."
12840,@user24,female,politician,@user y yo hemos preguntado por los opositores de Sanidad en Cataluña que vieron privado su derecho a examinarse en castellano. ¿Qué medidas tiene previsto aplicar el Gobierno para garantizar el derecho a examinarse en la lengua oficial en toda España? [#POLITICAL_PARTY]
23918,@user218,male,politician,"Si López Miras pone a [POLITICAL_PARTY] a los mandos de la Consejería de Educación de la Región de Murcia, habrá que estar encima y no pasarles ni una. El Gobierno de España no puede dejar que estos ultras se carguen el sistema educativo y adoctrinen en sus odios ."
30330,@user262,male,politician,"Que recurran a los asesores que fueron del [POLITICAL_PARTY] Zperil y susanito, a sus malas artes, y se acaben pareciendo a aquel [POLITICAL_PARTY] no es casualidad. La expulsión del reino Redondo de algunos les ha llevado a ofrecer sus manzanas rojas a los desesperados. ¿No tienen líneas rojas?"
44831,@user371,male,politician,"Esta mañana he estado con Luis Verde @user en la Asociación de Mayores Tres Cruces, en la barriada de San Andrés. Gracias a Loli y a todos por el cariño. Mañana volvemos a vernos en el pregón y presentación del cartel de la Hermanad de San Andrés @user"
27879,@user282,male,politician,@user @user @user Pues puedes tener razón aunque hay de todo... en todo caso. Me parece que esto apunta al problema: al final los juicios que tenemos sobre lo que es cada canción o cada género son tan cuestionables que es fatal que un gobierno o una institución diga cuál sí y cuál no como si...
48654,@user204,male,journalist,"La irresponsabilidad de nuestros políticos ha hundido ya un 40% las ventas de diésel, con el consiguiente paro. Da igual que los nuevos diésel emitan solo 0.05gr/km más de óxidos de nitrógeno que un gasolina. O que emitan un 50% menos de CO2. Eso no interesa"
1795,@user359,male,politician,Queda mucho por hacer en apoyo a las familias y para que España supere esta crisis sin dejar a nadie atrás. He hablado en el Senado sobre algunas de las medidas que pronto pondremos sobre la mesa y que esperamos cuenten con el apoyo responsable de otras fuerzas políticas 👇🏽
31424,@user30,female,politician,"En la crisis de 2008, gracias al turismo, Balears ayudó al resto de España a recuperarse. Esta crisis es muy diferente y ahora nosotros seremos los más perjudicados. . Balears siempre ha sido muy solidaria con el resto de España y ahora España debe ser solidaria con Balears."
12399,@user169,male,politician,"En @user reitero mi determinación y la del Gobierno por evitar el efecto tobogán,poniéndonos de acuerdo en un mecanismo que dé más valor a la producción. Estamos ya estudiando las propuestas de la interprofesional del #vino y haremos pública en #septiembre una hoja de ruta."
19716,@user51,male,politician,"¿Se puede tener más cara? Sí, en 4 años de Cospedal derrumbaron muchas décadas de progreso. Con una mano daba dinero al chofer de Bárcenas, con otra paralizó el hospital de Toledo. Caducaron todos los permisos y la concesión, hubo que empezar de 0. @user #CompromisoconCLM"
1891,@user15,male,journalist,"Escribo lo primero que se me viene a la mente. Y marco el primer número de teléfono de marcación reciente. Y escucho, nada más que escucho. Y digo te quiero aunque sea pronto. Y digo te necesito aunque aún no te necesite. Porque lo haré. @user ."
45284,@user83,female,politician,Gracias @user y @user por el trabajo en favor de la igualdad real de las mujeres con discapacidad. No rotundo a la esterilización forzada que contraviene los derechos fundamentales.Sí a impulsar medidas de apoyo a la toma de decisiones @user @user
18138,@user440,female,politician,"La lectura en estos tiempos, más necesaria que nunca. Invito a @user a publicar la portada de un libro durante 7 días sin comentarios ni reseñas. . DÍA 7- “Del 15M al procés: la gran transformación de la política española"", de @user"
41339,@user397,female,politician,@user @user @user Se nota que no tienes idea de cómo van los plazos parlamentarios... ni de cómo la Mesa de la señora Batet ha ido prorrogando los plazos de los Reales Decretos aprobados al principio de la pandemia. Ayer era el día de registro de enmiendas desde principios de marzo!!
29941,@user204,male,journalist,"El blindaje a la Tauromaquia en Madrid, con la recuperación de la escuela Marcial Lalanda en Batán y la tribuna en Las Ventas, un gran acierto del alcalde Almeida. Cuán importante es preservar el patrimonio cultural de la región y de España"
24482,@user334,female,politician,"La Presidenta socialista de la CAIB dice que el español no es propio de Baleares. La señora Armengol se cree que está por encima del artículo 3 de la Constitución Española. Recortando derechos constitucionales, parece ser ya el modus operandi del socialismo."
39967,@user112,female,politician,Un Gobierno en descomposición: . La propuesta social del [POLITICAL_PARTY] y Podemos rechazada en @user. Pierde el apoyo de varios de sus socios. Ataca la educación concertada . @user a favor de una educación pública y concertada. Gana la libertad y pierden las políticas sectarias
25181,@user381,male,politician,@user dónde ve los obstáculos para la coalición progresista?. - Bajar precio del alquiler. - Subir Pensiones al IPC. - SMI 1200€. - Recuperar 60.000 millones del rescate bancario. - Ley cambio climático. . - Ley contra puertas giratorias. @user #IglesiasA3N
31903,@user237,male,journalist,"Oiga, y usted qué aporta y quién es para decir todo eso? Solo por saber su currículo académico..."
14733,@user136,female,politician,"@user ¿Teatro?. Teatro es callarse y dar una respuesta en la que no cree. No es buen momento para que el @user hable de impostura, el [POLITICAL_PARTY] que no dormiría gobernando con Podemos, el que nunca pactaría con independentistas. Y lo peor es que Vd. lo sabe. Sea valiente Sr. Fernandez Vara"
43479,@user158,male,politician,"4.Plan salmuera cero para las fincas agrícolas de la zona. 5.Derogación de la Ley del Mar Menor aprobada por el consenso progre,que consagra el despilfarro y chiringuitos, no aporta nada a la mejora de su estado como paso previo a que [POLITICAL_PARTY] , de no ganar , apoye a otro partido."
28699,@user91,male,politician,"Bdía,. Una buena divisa, a nivel personal, es no engañar nunca a nadie para no engañarse uno a sí mismo y no caer así en el pecado de la vanidad. Por eso es importante tener en cuenta que ""lo que se predica"" luego hay que ""convertirlo en trigo""."
25295,@user385,female,politician,"Susana Díaz dice que tenemos la mejor sanidad de España. Que se pase por #Almonte. No hay pediatra que atienda a los 3600 niños y niñas, las urgencias se saturan con esperas de hasta 3 horas. Solo hay una ambulancia para Almonte, El Rocío y Matalascañas. #sanidadpública"
39655,@user297,male,politician,"Sánchez presenta hoy el desacato a la legalidad y el desfalco a la soberanía en formato de ópera bufa en el Liceo de Barcelona. . Y con platea subvencionada con fondos UE, palco virtual en Lledoners donde han escrito el libreto y fila 0 en Waterloo que en vez de aplaudir, patea."
39088,@user464,male,journalist,"Me he acostado, doña Irene, con muchas mujeres de las llamadas decentes y ninguna, jamás, me ha pedido que me pusiera un condón. Que eyaculara fuera, sí, y lo he hecho. Eso se llama respeto. Déjelas y déjenos en paz. Métase en sus asuntos y no en nuestras alcobas. Buenos días."
33207,@user86,female,politician,"El [POLITICAL_PARTY] más indecente de la historia democrática española, dando lecciones de algo que no sabe aplicarse. Un [POLITICAL_PARTY] que en Valencia ha forrado en billetes al hermano del Presidente mientras este cobraba dividendos de empresas a las que otorgaba suculentas subvenciones."
39735,@user196,female,politician,"El eje vertebrador del país ha de ser su red pública. El derecho fundamental de una persona en Madrid o en el pueblo de Matalascañas solo lo pueden servir los poderes públicos. La concertada tiene libertad para ir o no a ese pueblo, pero el poder público tiene que estar"
34714,@user247,female,politician,"Tras 3 años de calvario, el TSJM confirma mi absolución en el “Caso Master”y la Audiencia Nacional me excluye de “Punica”. Siempre fui inocente, pero destrozaron mi carrera y mi vida. Ya no tengo causas pendientes con la justicia ¿quién me va a resarcir el sufrimiento padecido?"
8871,@user48,male,politician,"El Tribunal de Cuentas que se suma al #AcosoAPodemos es esta ""institución"": . Un nido de filo-franquistas, corruptos y enchufados. . Todo perfectamente documentado."
41096,@user92,female,journalist,"Si todo lo que dice sobre los demás tiene la misma base y verdad que lo que dice sobre mi, espero que cada cual tome las medidas oportunas. Que es lo que usted merece. La deriva de odio y mentiras que utiliza son las típicas de los más rancios españolistas que tanto dice odiar."
22736,@user97,female,politician,"Y llegó el día... y #VotéSí!! . Ahora... a trabajar más intensamente que nunca por #Extremadura y por #España, que a nadie le quepa la menor duda. . #GobiernoProgresista @user @user @user @user @user"
15588,@user280,male,politician,"Mañana viernes a las 10.45 horas en la plaza del ayuntamiento de @user el Ministro de @user @user rendirá homenaje al 3er Alcalde de la democracia del Ayuntamiento de Jun Antonio Rodríguez Ruiz, mi padre, que falleció en 2005. Quedáis invitados/as al acto ⤵️"
28514,@user332,male,politician,"Lo de ABC no tiene nombre. Debe ser que ellos no estuvieron el año pasado al homenaje a las víctimas de los atentados islamistas del 17-A, pero @user y quien suscribe sí estábamos. MIENTEN. Y por supuesto que no vamos a aceptar que nos digan cuándo hablamos y qué decimos."
38664,@user331,male,politician,Datos #empleo de mayo. ✔️Récord en la caída del paro: -130.000. ✔️Cifras de empleados a nivel pre-pandemia: +212.000. ✔️Trabajadores saliendo del ERTE: -100.000. España se recupera de la pesadilla. Mientras las derechas insisten en poner palos en las ruedas de la recuperación
12680,@user329,female,politician,"Viva Chanie Rosenberg‼️. “Las y los trabajadores y pobres del mundo se están uniendo y se están haciendo más fuertes. Creo que hay posibilidades reales de que antes de que yo me vaya de este mundo, puede que vea el Socialismo y a la Clase Obrera triunfar en algún lugar”"
26702,@user268,male,politician,"""La sociedad debe entender que con cada banda desarticulada, se crea un hueco en el mercado. ¿Quién tiene capacidad para cubrir esa brecha? Otro grupo criminal ya establecido, de modo que amplían su control del mercado gracias a la acción policial"". Habla Neil Woods, expolicía."
13023,@user447,male,journalist,Ione Belarra intentando entender por qué la critican.
2571,@user440,female,politician,"Completamente de acuerdo. En todo en la vida, en política, en el aula. en todo: para llegar a la razón hay que llegar por medio de la emoción. . Al corazón directos entrasteis en el último programa. Vamos a echar mucho de menos #LateMotiv"
30037,@user144,male,politician,🔴 La Mesa Política de [POLITICAL_PARTY] decidirá mañana la posición sobre la prórroga del estado de alarma. ☝️ Seremos coherentes con lo que hemos defendido hasta ahora. 🗣️ «El mundo va a cambiar. ¿Qué dirección le queremos dar para construir una sociedad más justa?».
29371,@user247,female,politician,"@user Eso es FALSO. Ni cierre de habitaciones ni reducción de personal, al contrario. En mis tres años de gobierno el presupuesto destinado a la sanidad pública en Madrid se incrementó en 580 millones de euros. Además de una oferta de empleo público de 19.700 plazas sanitarias. Saludos"
31405,@user52,male,politician,"Gracias @user y a todo el equipo jurídico de [POLITICAL_PARTY] por el trabajo que habéis hecho en un tiempo récord. No lo hacemos solo pensando en [POLITICAL_PARTY], luchamos también para defender a los miles de españoles que sufren el ataque de los progres de Castellana 81."
1690,@user28,male,journalist,"Ayer, el [POLITICAL_PARTY] permitió que saliera adelante una propuesta de [POLITICAL_PARTY] y [POLITICAL_PARTY] para que RTVE vuelva a emitir corridas de toros con la reposición de faenas históricas. Hoy, el [POLITICAL_PARTY] veta con [POLITICAL_PARTY] y [POLITICAL_PARTY] pedir la reversión de bienes inmatriculados de la Iglesia."
41757,@user215,male,journalist,"@user Estimado Teodoro. Entiendo su frustración, pero Dieter tiene un nombre alemán y le da más caché al programa. Es un chico de bien, se lo aseguro."
34403,@user251,female,politician,"La pobreza infantil en Catalunya es del 28% y en el @user siguen jugando con las urnitas 👇. La portavoz del @user explica que cede la urna al @user para que los niños y niñas de Cataluña ""voten un futuro mejor"" Léelo en: @user"
882,@user13,female,journalist,"""Vi en el cielo otra señal, grande y maravillosa: siete ángeles con siete plagas. Estas son las últimas, porque por medio de ellas la furia de Dios llegará a su fin"". El discurso de Pablo Casado. #investidurasanchez #investidurísima #SesionDeInvestidura"
29795,@user44,female,politician,Araceli y Mónica han sido las primeras en recibir la vacuna. El primer paso para el fin de una pandemia que ha reafirmado la importancia de los servicios públicos. Gracias a los y las sanitarias que llevan meses cuidándonos y harán posible este proceso de vacunación. #YoMeVacuno
7919,@user148,female,politician,"@user Desalentador e indignante que la derecha, la oposición en este país sea tan irresponsable y busque aprovechar este drama y el sufrimiento de la ciudadanía para desestabilizar y sacar rédito político. Es momento de poner por delante la seguridad de la población y el bien común!"
8572,@user371,male,politician,"El no es no de Sánchez y las contradicciones de su Gobierno están agravando el caos tras el fin de la alarma. . Debe rectificar, negociar con el [POLITICAL_PARTY] una ley de pandemias y reunir de urgencia la Conferencia de Presidentes. La pelota está en su tejado. . 📺 Entrevista en @user."
41128,@user109,male,politician,"La exposición a estas tres sustancias en el entorno laboral está relacionada directamente con aparición de cáncer de pulmón, de hígado y de páncreas en los trabajadores. Las estimaciones de la CE sitúan la cifra de posibles afectados en torno al millón y medio de personas."
43211,@user313,male,politician,"El [POLITICAL_PARTY] y el Gobierno de Pedro Sánchez protege a trabajadores y empresarios con los ERTEs, otros como el [POLITICAL_PARTY] se dedican a destrozar la Sanidad Pública, que les pregunten a los madrileños"
33318,@user120,male,politician,"Nueva absolución de Lula, al igual que en el resto de casos en los que fue juzgado. ¿Qué espacio darán a la noticia los medios que propiciaron las acusaciones falsas? Poco o nada. El daño está hecho. Aún así, la verdad vencerá. #LulaInocente . #LulaPresidente2022"
37606,@user165,female,politician,"De quién son las competencias de sanidad? Quién ha recortado recursos humanos y materiales los últimos 10 años? Calla!! El Ministerio de Sanidad, que estas 2 semanas coordina por la pandemia!! Ah, y el q busca recursos desesperadamente. Ese! Es que... #EsteVirusLoParamosUnidos"
21322,@user192,female,politician,Ayer debatimos el en @user las ayudas a la cultura y desde @user incidimos en la necesidad de defender la #tauromaquia Hay cientos de razones y por encima de ella cumplir las leyes que nos hemos dado democráticamente. #MinistroDeCensura
26199,@user220,male,politician,Votar no a la moción de censura a Rajoy. Pactar con [POLITICAL_PARTY] dar la Junta de Andalucia al [POLITICAL_PARTY]. Convocar manifestación Colon con Casado y Abascal. Hacer ridiculo en Waterloo. Pacto del cuponazo en Navarra con [POLITICAL_PARTY] y UPN. Pucherazo en Castilla y León. Con Rivera la Derecha Suma. #28A
8784,@user306,male,politician,Un país digno es el que puede mirar a los ojos a sus víctimas de terrorismo. Y hacerlo con la voluntad de que nunca se sientan solas. . 191 fallecidos el #11M. 858 asesinados por ETA entre 1960-2010. Otros más por otras organizaciones terroristas. Todos en nuestra memoria.
49821,@user86,female,politician,"❌ En los #PGE2021, los valencianos recibiremos 25€ menos que la media nacional. ❌ Son unos PGE que no solucionan para nada la infrafinanciación que soporta la Comunitat Valenciana. ❌ Generan más despilfarro, más déficit, más deuda, más impuestos y más desempleo."
31536,@user20,male,journalist,"Precarizarse y desaparecer. . Un hilo sobre multinacionales, trabajadores y política 👇. #NissanEnLucha"
2254,@user31,male,politician,"Quizás fue el novelista que me hizo sentirme mayor,con él di el paso de la literatura juvenil a la de adultos,inolvidabe,D.E.P. El embrujo de Shanghai. El amante bilingüe. Si te dicen que caí. Últimas tardes con Teresa. Un día volveré"
49814,@user294,female,politician,Gracias Rueda!!!
39873,@user402,male,politician,Todo el apoyo de los @user al ministro @user . El congreso de los diputados es la cámara que representa a todos los ciudadanos y las ciudadanas y sus representantes deberían comportarse con la dignidad que exige semejante responsabilidad
